Resume Index,Similarity Score
5626,1.0
22291,0.6665192964448137
9688,0.5940309097585773
15421,0.5118964550227589
15577,0.5118964550227589
4165,0.5118964550227589
4152,0.5118964550227589
28561,0.5026909060368385
24057,0.5026909060368385
20636,0.5026909060368385
